ΑΜ;Κωδ. μαθ.;Βαθμός
SR000601;ICE1-3005;0.5
SR000601;ICE1-4001;0
SR000601;ICE1-4003;3.2
SR000601;ICE1-4005;3.6
SR000601;ICE1-5001;0.2
SR000601;P1-1020;3.6
SR000601;P1-1030;0.7
SR000601;P1-1050;8.6
SR000601;P1-1050;4.7
SR000601;P1-2010;8.8
SR000601;P1-2020;0.5
SR000601;P1-2030;1.2
SR000601;P1-2040;7.1
SR000601;P1-3030;0
SR000601;P1-3040;8.8
SR000601;P1-3050;0.5
SR000601;P1-4010;0.2
SR000601;P1-4010;0.2
SR000601;P1-4010;0.2
SR000601;P1-4010;0.2
SR000601;P1-4020;8.6
SR000601;P1-4030;3.2
SR000601;P1-4050;3.6
SR000602;ICE1-1003;3.2
SR000602;ICE1-1004;8.8
SR000602;ICE1-1006;2.2
SR000602;ICE1-2001;6.4
SR000602;ICE1-2005;8
SR000602;ICE1-2006;0.9
SR000602;ICE1-3002;8.2
SR000602;ICE1-3003;6.6
SR000602;ICE1-3004;8
SR000602;ICE1-3005;0.5
SR000602;ICE1-3006;7.2
SR000602;ICE1-4001;5.2
SR000602;ICE1-4003;3.6
SR000602;ICE1-4004;3.2
SR000602;ICE1-5001;3.2
SR000602;ICE1-5004;0.1
SR000602;ICE1-6004;4.7
SR000602;ICE1-6006;6.7
SR000602;ICE1-7102;4.7
SR000602;ICE1-7208;4.7
SR000602;ICE1-8202;7.9
SR000602;P1-1030;3.2
SR000602;P1-1040;8.8
SR000602;P1-1060;2.2
SR000602;P1-2010;8
SR000602;P1-2030;6.6
SR000602;P1-2050;6.4
SR000602;P1-2060;0.9
SR000602;P1-3020;8.2
SR000602;P1-3030;5.2
SR000602;P1-3040;8
SR000602;P1-3050;0.5
SR000602;P1-3060;7.2
SR000602;P1-4010;3.2
SR000602;P1-4010;3.2
SR000602;P1-4010;3.2
SR000602;P1-4010;3.2
SR000602;P1-4020;6.8
SR000602;P1-4020;6.8
SR000602;P1-4030;3.6
SR000602;P1-4040;3.2
SR000602;P1-5020;5.3
SR000602;P1-5030;0.1
SR000602;P1-5320;6.7
SR000602;P1-6120;8.6
SR000602;P1-6120;4.7
SR000602;P1-6210;7.9
SR000602;P1-9235;4.7
SR000602;P1-9250;4.7
SR000605;ICE1-1003;6.7
SR000605;ICE1-1004;8.8
SR000605;ICE1-2001;3.6
SR000605;ICE1-2005;4.7
SR000605;ICE1-2006;0.5
SR000605;ICE1-3003;8
SR000605;ICE1-3005;3.6
SR000605;ICE1-3006;2.1
SR000605;ICE1-4001;4.7
SR000605;ICE1-4003;0.7
SR000605;ICE1-4004;4.7
SR000605;ICE1-5001;7.6
SR000605;ICE1-6001;7.6
SR000605;P1-1020;8.6
SR000605;P1-1020;8.6
SR000605;P1-1030;6.7
SR000605;P1-1040;8.8
SR000605;P1-1050;8.6
SR000605;P1-1050;8.6
SR000605;P1-1050;6.8
SR000605;P1-2010;4.7
SR000605;P1-2020;7.5
SR000605;P1-2030;8
SR000605;P1-2050;3.6
SR000605;P1-2060;8.6
SR000605;P1-2060;0.5
SR000605;P1-3030;4.7
SR000605;P1-3040;8.1
SR000605;P1-3040;6.8
SR000605;P1-3050;3.6
SR000605;P1-3060;2.1
SR000605;P1-4010;7.6
SR000605;P1-4020;6.8
SR000605;P1-4030;0.7
SR000605;P1-4040;4.7
SR000605;P1-4040;4.7
SR000605;P1-5010;7.6
SR000605;P1-5020;2.9
SR000606;ICE1-1002;4.7
SR000606;ICE1-2002;0.5
SR000606;P1-1010;0.3
SR000606;P1-1010;0.3
SR000606;P1-1020;3.4
SR000606;P1-1020;4.7
SR000606;P1-1030;7.5
SR000606;P1-1030;0.3
SR000606;P1-1050;1.8
SR000606;P1-1050;0.3
SR000606;P1-1060;3.5
SR000606;P1-2010;3.5
SR000606;P1-2010;3.5
SR000606;P1-2010;3.5
SR000606;P1-2010;3.5
SR000606;P1-2020;0.5
SR000606;P1-2030;10
SR000606;P1-2030;10
SR000606;P1-2030;10
SR000606;P1-2050;10
SR000606;P1-2060;7.5
SR000607;ICE1-1001;4.7
SR000607;ICE1-1003;0.9
SR000607;P1-1010;4.7
SR000607;P1-1020;7.5
SR000607;P1-1030;0.9
SR000607;P1-2030;10
SR000607;P1-2030;10
SR000607;P1-2030;10
SR000607;P1-2050;0.3
SR000609;ICE1-1001;3.2
SR000609;ICE1-1002;0.2
SR000609;ICE1-1003;6.6
SR000609;ICE1-1004;6.6
SR000609;ICE1-1005;0.7
SR000609;ICE1-2001;0.7
SR000609;ICE1-2002;3.2
SR000609;ICE1-2004;8.8
SR000609;ICE1-2005;8
SR000609;ICE1-3003;0.5
SR000609;ICE1-3004;0.7
SR000609;ICE1-3005;0
SR000609;ICE1-3006;0.2
SR000609;ICE1-4001;7.9
SR000609;ICE1-4002;0.5
SR000609;ICE1-4003;3.2
SR000609;ICE1-4004;7.9
SR000609;ICE1-4005;0
SR000609;ICE1-4006;3.2
SR000609;ICE1-5001;0.5
SR000609;ICE1-5002;2.1
SR000609;ICE1-5003;3.1
SR000609;ICE1-5004;1.2
SR000609;ICE1-5006;8
SR000609;ICE1-6001;1.9
SR000609;ICE1-6002;5
SR000609;ICE1-6003;0
SR000609;ICE1-7106;8.4
SR000609;ICE1-7107;2.8
SR000609;ICE1-7112;9.1
SR000609;ICE1-7201;2.8
SR000609;ICE1-8101;7.9
SR000609;ICE1-8105;0
SR000609;ICE1-8110;9.1
SR000609;ICE1-8301;3.2
SR000609;ICE1-8307;2.8
SR000609;P1-1010;3.2
SR000609;P1-1020;0.2
SR000609;P1-1030;6.6
SR000609;P1-1040;6.6
SR000609;P1-1050;0.7
SR000609;P1-2010;8
SR000609;P1-2020;3.2
SR000609;P1-2030;0.5
SR000609;P1-2040;8.8
SR000609;P1-2050;0.7
SR000609;P1-3030;7.9
SR000609;P1-3040;0.7
SR000609;P1-3050;0
SR000609;P1-3060;0.2
SR000609;P1-4010;0.5
SR000609;P1-4020;0.5
SR000609;P1-4030;3.2
SR000609;P1-4040;7.9
SR000609;P1-4050;0
SR000609;P1-4060;3.2
SR000609;P1-5010;1.9
SR000609;P1-5020;3.1
SR000609;P1-5030;1.2
SR000609;P1-5040;8
SR000609;P1-5110;2.1
SR000609;P1-5120;7.9
SR000609;P1-6010;5
SR000609;P1-6020;0
SR000609;P1-6120;7.5
SR000609;P1-6220;2.8
SR000609;P1-9125;2.8
SR000609;P1-9130;8.4
SR000609;P1-9145;9.1
SR000609;P1-9150;0
SR000609;P1-9155;9.1
SR000609;P1-9310;3.2
SR000609;P1-9350;2.8
SR000610;P1-1010;10
SR000610;P1-1010;10
SR000610;P1-1020;7.5
SR000610;P1-1030;1.1
SR000610;P1-1030;8.6
SR000610;P1-1060;10
SR000610;P1-2010;3.5
SR000610;P1-2010;3.5
SR000610;P1-2010;3.5
SR000610;P1-2010;3.5
SR000610;P1-2010;3.4
SR000610;P1-2030;10
SR000610;P1-2030;10
SR000610;P1-2030;10
SR000610;P1-2050;10
SR000610;P1-2060;1.8
SR000612;ICE1-1006;4.7
SR000612;ICE1-2005;4.7
SR000612;ICE1-4001;4.7
SR000612;ICE1-5001;3.6
SR000612;P1-1030;4.1
SR000612;P1-1030;0.3
SR000612;P1-1050;7.5
SR000612;P1-1050;0.3
SR000612;P1-1050;0.3
SR000612;P1-1060;4.7
SR000612;P1-2010;4.7
SR000612;P1-3010;10
SR000612;P1-3020;1.4
SR000612;P1-3020;7.5
SR000612;P1-3030;4.7
SR000612;P1-3040;7.5
SR000612;P1-3040;0.3
SR000612;P1-3050;0.3
SR000612;P1-3050;8.6
SR000612;P1-3060;7.5
SR000612;P1-4010;3.6
SR000612;P1-4010;3.6
SR000612;P1-4010;3.6
SR000612;P1-4010;3.6
SR000612;P1-4020;0.3
SR000612;P1-4020;8.6
SR000612;P1-4030;0.3
SR000612;P1-4050;1.1
SR000612;P1-4050;6.8
SR000613;ICE1-1002;7.6
SR000613;ICE1-1003;7.1
SR000613;ICE1-1005;4.7
SR000613;ICE1-1006;8.8
SR000613;ICE1-2001;2.1
SR000613;ICE1-2005;6.7
SR000613;ICE1-2006;0.1
SR000613;ICE1-3004;6.3
SR000613;ICE1-3005;0.2
SR000613;ICE1-4001;3.8
SR000613;ICE1-4004;4.7
SR000613;ICE1-4006;4.7
SR000613;ICE1-6004;6.6
SR000613;ICE1-7208;4.7
SR000613;P1-1010;8.6
SR000613;P1-1010;8.6
SR000613;P1-1020;7.6
SR000613;P1-1030;7.1
SR000613;P1-1050;4.7
SR000613;P1-1060;8.8
SR000613;P1-2010;6.7
SR000613;P1-2020;10
SR000613;P1-2050;2.1
SR000613;P1-2060;0.1
SR000613;P1-3030;3.8
SR000613;P1-3040;6.3
SR000613;P1-3050;0.2
SR000613;P1-4020;7.5
SR000613;P1-4040;4.7
SR000613;P1-4060;4.7
SR000613;P1-9235;6.6
SR000613;P1-9250;4.7
SR000614;ICE1-1001;0.5
SR000614;ICE1-1002;4.7
SR000614;ICE1-1003;4.7
SR000614;ICE1-1006;0.9
SR000614;ICE1-2001;7
SR000614;ICE1-2002;3.2
SR000614;ICE1-2005;4.7
SR000614;ICE1-2006;5.7
SR000614;ICE1-3002;4.7
SR000614;ICE1-4001;1.9
SR000614;ICE1-4005;0.5
SR000614;ICE1-5001;0.2
SR000614;P1-1010;0.5
SR000614;P1-1020;4.7
SR000614;P1-1030;4.7
SR000614;P1-1050;0.3
SR000614;P1-1050;0.3
SR000614;P1-1050;8.6
SR000614;P1-1060;0.9
SR000614;P1-2010;4.7
SR000614;P1-2020;3.2
SR000614;P1-2050;7
SR000614;P1-2060;5.7
SR000614;P1-3010;3.5
SR000614;P1-3020;4.7
SR000614;P1-3030;1.9
SR000614;P1-3040;8.6
SR000614;P1-3040;0.4
SR000614;P1-4010;0.2
SR000614;P1-4010;0.2
SR000614;P1-4010;0.2
SR000614;P1-4010;0.2
SR000614;P1-4020;8.6
SR000614;P1-4020;6.8
SR000614;P1-4050;8.6
SR000614;P1-4050;0.5
SR000615;ICE1-1002;3.2
SR000615;ICE1-1003;7.6
SR000615;ICE1-1006;3.6
SR000615;ICE1-2001;6.7
SR000615;P1-1010;0.3
SR000615;P1-1010;0.3
SR000615;P1-1020;3.2
SR000615;P1-1030;7.6
SR000615;P1-1060;3.6
SR000615;P1-2020;10
SR000615;P1-2030;3.5
SR000615;P1-2030;3.5
SR000615;P1-2030;3.5
SR000615;P1-2050;6.7
SR000615;P1-2060;6.8
SR000615;P1-3010;7.5
SR000615;P1-3040;0.3
SR000615;P1-3050;3.5
SR000615;P1-3050;0.3
SR000617;ICE1-1001;3.2
SR000617;ICE1-1002;0.5
SR000617;ICE1-1003;3.2
SR000617;ICE1-1004;8.7
SR000617;ICE1-1005;2.8
SR000617;ICE1-1006;1.2
SR000617;ICE1-2001;2.6
SR000617;ICE1-2002;3.2
SR000617;ICE1-2004;2.2
SR000617;ICE1-2005;2.7
SR000617;ICE1-2006;0.2
SR000617;ICE1-3001;8
SR000617;ICE1-3002;8.8
SR000617;ICE1-3004;6.4
SR000617;ICE1-3005;7.6
SR000617;ICE1-3006;7.6
SR000617;ICE1-4001;0
SR000617;ICE1-4002;0.2
SR000617;ICE1-4003;3.2
SR000617;ICE1-4005;1.2
SR000617;ICE1-4006;8.2
SR000617;ICE1-5001;1.2
SR000617;ICE1-6004;1.9
SR000617;P1-1010;3.2
SR000617;P1-1020;0.5
SR000617;P1-1030;3.2
SR000617;P1-1040;8.7
SR000617;P1-1050;2.8
SR000617;P1-1060;1.2
SR000617;P1-2010;2.7
SR000617;P1-2020;3.2
SR000617;P1-2040;2.2
SR000617;P1-2050;2.6
SR000617;P1-2060;0.2
SR000617;P1-3010;8
SR000617;P1-3020;8.8
SR000617;P1-3030;0
SR000617;P1-3040;6.4
SR000617;P1-3050;7.6
SR000617;P1-3060;7.6
SR000617;P1-4010;1.2
SR000617;P1-4010;1.2
SR000617;P1-4010;1.2
SR000617;P1-4010;1.2
SR000617;P1-4020;0.2
SR000617;P1-4030;3.2
SR000617;P1-4040;0.4
SR000617;P1-4050;1.2
SR000617;P1-4060;8.2
SR000617;P1-9235;1.9
SR000618;ICE1-1003;2.2
SR000618;ICE1-2005;4.7
SR000618;ICE1-4001;0.7
SR000618;ICE1-4003;8.8
SR000618;ICE1-4005;8
SR000618;ICE1-5001;0.7
SR000618;ICE1-7110;0.1
SR000618;ICE1-7302;8.8
SR000618;P1-1030;2.2
SR000618;P1-2010;4.7
SR000618;P1-3030;0.7
SR000618;P1-4010;0.7
SR000618;P1-4020;3.4
SR000618;P1-4030;8.8
SR000618;P1-4050;8
SR000618;P1-6310;8.8
SR000618;P1-9170;0.1
SR000619;P1-1010;10
SR000619;P1-1020;7.5
SR000619;P1-1050;0.3
SR000619;P1-1060;7.5
SR000619;P1-2050;10
SR000621;ICE1-1001;7.6
SR000621;ICE1-1003;4.7
SR000621;P1-1010;7.6
SR000621;P1-1030;4.7
SR000621;P1-2060;1.8
SR000621;P1-3040;7.5
SR000621;P1-3050;3.4
SR000621;P1-4010;8.6
SR000621;P1-4010;8.6
SR000621;P1-4010;8.6
SR000621;P1-4010;8.6
SR000621;P1-4020;7.5
SR000621;P1-4030;7.5
SR000622;ICE1-1003;4.7
SR000622;ICE1-4004;4.7
SR000622;P1-1030;4.7
SR000622;P1-4040;4.7
SR000623;ICE1-1002;6.7
SR000623;ICE1-1003;4.7
SR000623;ICE1-2005;4.7
SR000623;ICE1-3002;4.7
SR000623;ICE1-4001;8.8
SR000623;ICE1-5001;4.7
SR000623;P1-1020;6.7
SR000623;P1-1030;3.7
SR000623;P1-1030;4.7
SR000623;P1-1050;7.5
SR000623;P1-2010;4.7
SR000623;P1-2030;8.6
SR000623;P1-2030;8.6
SR000623;P1-2030;8.6
SR000623;P1-2060;0.3
SR000623;P1-2060;3.4
SR000623;P1-3010;3.5
SR000623;P1-3020;4.7
SR000623;P1-3030;8.8
SR000623;P1-3040;1.8
SR000623;P1-3040;0.3
SR000623;P1-3050;8.6
SR000623;P1-3060;0.3
SR000623;P1-4010;8.6
SR000623;P1-4010;8.6
SR000623;P1-4010;8.6
SR000623;P1-4010;8.6
SR000623;P1-4010;4.7
SR000623;P1-4040;7.5
SR000623;P1-4040;1.6
SR000623;P1-5020;4.2
SR000624;ICE1-1001;4.7
SR000624;ICE1-1003;1.9
SR000624;ICE1-1004;4.7
SR000624;ICE1-2002;7.6
SR000624;ICE1-2005;7.6
SR000624;P1-1010;4.7
SR000624;P1-1030;1.9
SR000624;P1-1040;4.7
SR000624;P1-1050;8.6
SR000624;P1-1060;7.5
SR000624;P1-2010;7.6
SR000624;P1-2020;7.6
SR000624;P1-2030;10
SR000624;P1-2030;10
SR000624;P1-2030;10
SR000624;P1-3020;0.3
SR000625;ICE1-1001;4.7
SR000625;ICE1-1003;0.7
SR000625;P1-1010;4.7
SR000625;P1-1030;0.7
SR000626;ICE1-1002;0.5
SR000626;ICE1-1003;3.6
SR000626;ICE1-1004;6.7
SR000626;ICE1-4001;8.8
SR000626;P1-1020;0.5
SR000626;P1-1030;3.6
SR000626;P1-1040;6.7
SR000626;P1-1050;8.6
SR000626;P1-2030;10
SR000626;P1-2030;10
SR000626;P1-2030;10
SR000626;P1-3030;8.8
SR000628;ICE1-1002;4.8
SR000628;ICE1-2005;4.7
SR000628;P1-1020;4.8
SR000628;P1-2010;4.7
SR000628;P1-3010;10
SR000628;P1-3020;0.3
SR000628;P1-3030;6.1
SR000628;P1-4040;3.5
SR000628;P1-4040;3.5
SR000628;P1-5020;10
SR000629;ICE1-1001;0.5
SR000629;ICE1-1004;0.7
SR000629;ICE1-1005;4.7
SR000629;ICE1-2001;7.6
SR000629;ICE1-4001;7.6
SR000629;ICE1-5001;0.5
SR000629;P1-1010;0.5
SR000629;P1-1040;0.7
SR000629;P1-1050;4.7
SR000629;P1-2050;7.6
SR000629;P1-3030;7.6
SR000629;P1-4010;0.5
SR000630;ICE1-1002;4.7
SR000630;ICE1-1003;1.9
SR000630;ICE1-1004;2.1
SR000630;ICE1-1005;2.8
SR000630;ICE1-1006;4.7
SR000630;ICE1-2001;7
SR000630;ICE1-2002;2.8
SR000630;ICE1-2005;8
SR000630;ICE1-2006;6.6
SR000630;ICE1-3002;1.3
SR000630;ICE1-3003;4.7
SR000630;ICE1-3004;4.7
SR000630;ICE1-3005;0.7
SR000630;ICE1-3006;8
SR000630;ICE1-4001;0.5
SR000630;ICE1-4004;4.7
SR000630;ICE1-4006;8.8
SR000630;ICE1-5001;3.6
SR000630;ICE1-5003;7.1
SR000630;ICE1-5005;6.6
SR000630;ICE1-6001;3.2
SR000630;ICE1-6003;6.6
SR000630;ICE1-6004;6
SR000630;ICE1-6006;1.9
SR000630;ICE1-7106;9.8
SR000630;ICE1-7108;5.2
SR000630;ICE1-7201;0.7
SR000630;ICE1-7208;6.7
SR000630;ICE1-7402;3.2
SR000630;ICE1-8201;8.8
SR000630;ICE1-8202;4.7
SR000630;P1-1010;8.6
SR000630;P1-1010;3.2
SR000630;P1-1020;4.7
SR000630;P1-1030;1.9
SR000630;P1-1040;2.1
SR000630;P1-1050;2.8
SR000630;P1-1060;4.7
SR000630;P1-2010;8
SR000630;P1-2020;2.8
SR000630;P1-2030;4.7
SR000630;P1-2050;7
SR000630;P1-2060;6.6
SR000630;P1-3010;4.7
SR000630;P1-3020;1.3
SR000630;P1-3030;0.5
SR000630;P1-3040;4.7
SR000630;P1-3050;0.7
SR000630;P1-3060;8
SR000630;P1-4010;3.6
SR000630;P1-4010;3.6
SR000630;P1-4010;3.6
SR000630;P1-4010;3.6
SR000630;P1-4020;0.3
SR000630;P1-4020;3.4
SR000630;P1-4030;6.8
SR000630;P1-4040;4.7
SR000630;P1-4060;8.8
SR000630;P1-5010;3.2
SR000630;P1-5020;7.1
SR000630;P1-5030;3.9
SR000630;P1-5040;3.4
SR000630;P1-5040;4.7
SR000630;P1-5220;6.6
SR000630;P1-5320;1.9
SR000630;P1-6020;6.6
SR000630;P1-6210;4.7
SR000630;P1-6220;0.7
SR000630;P1-9030;3.2
SR000630;P1-9130;9.8
SR000630;P1-9140;5.2
SR000630;P1-9230;4.7
SR000630;P1-9235;6
SR000630;P1-9245;8.8
SR000630;P1-9250;6.7
SR000631;ICE1-1002;0.5
SR000631;ICE1-1005;4.7
SR000631;ICE1-2002;4.7
SR000631;ICE1-2005;7.6
SR000631;P1-1020;0.5
SR000631;P1-1050;4.7
SR000631;P1-2010;7.6
SR000631;P1-2020;4.7
SR000631;P1-3020;4.2
SR000634;ICE1-1001;2.8
SR000634;ICE1-1002;2.8
SR000634;ICE1-1003;8.2
SR000634;ICE1-1004;8.8
SR000634;ICE1-1005;0.5
SR000634;ICE1-1006;3.6
SR000634;ICE1-2002;4.7
SR000634;ICE1-2004;6.7
SR000634;ICE1-2005;6.9
SR000634;ICE1-3003;3.6
SR000634;ICE1-3004;6.4
SR000634;ICE1-3005;3.6
SR000634;ICE1-3006;7.6
SR000634;ICE1-4001;3.2
SR000634;ICE1-4002;3.6
SR000634;ICE1-4003;0.7
SR000634;ICE1-4004;0.7
SR000634;ICE1-4005;0.5
SR000634;ICE1-5001;5.9
SR000634;ICE1-5003;3.2
SR000634;ICE1-5004;4.7
SR000634;ICE1-5006;0.2
SR000634;ICE1-6001;8
SR000634;ICE1-6002;2.2
SR000634;ICE1-6003;0.5
SR000634;ICE1-6006;4.7
SR000634;ICE1-7301;0
SR000634;ICE1-7302;5
SR000634;ICE1-7305;3.6
SR000634;P1-1010;2.8
SR000634;P1-1020;2.8
SR000634;P1-1030;8.2
SR000634;P1-1040;8.8
SR000634;P1-1050;0.5
SR000634;P1-1060;3.6
SR000634;P1-2010;6.9
SR000634;P1-2020;4.7
SR000634;P1-2030;3.6
SR000634;P1-2040;6.7
SR000634;P1-3030;3.2
SR000634;P1-3040;6.4
SR000634;P1-3050;3.6
SR000634;P1-3060;7.6
SR000634;P1-4010;5.9
SR000634;P1-4020;3.6
SR000634;P1-4030;0.7
SR000634;P1-4040;0.7
SR000634;P1-4050;0.5
SR000634;P1-5010;8
SR000634;P1-5020;3.2
SR000634;P1-5030;4.7
SR000634;P1-5040;0.2
SR000634;P1-5320;4.7
SR000634;P1-6010;2.2
SR000634;P1-6020;0.5
SR000634;P1-6310;5
SR000634;P1-6320;0
SR000634;P1-9315;3.6
SR000636;ICE1-1002;0.5
SR000636;ICE1-1003;4.7
SR000636;ICE1-1005;4.7
SR000636;ICE1-1006;0.7
SR000636;ICE1-3002;4.7
SR000636;ICE1-4001;0.5
SR000636;ICE1-6004;0.1
SR000636;P1-1010;10
SR000636;P1-1010;0.3
SR000636;P1-1020;0.5
SR000636;P1-1030;4.7
SR000636;P1-1050;4.7
SR000636;P1-1060;0.7
SR000636;P1-2020;7.5
SR000636;P1-2020;8.6
SR000636;P1-3010;10
SR000636;P1-3020;4.7
SR000636;P1-3030;0.5
SR000636;P1-3040;7.5
SR000636;P1-3050;3.5
SR000636;P1-3050;1.1
SR000636;P1-4010;8.6
SR000636;P1-4010;8.6
SR000636;P1-4010;8.6
SR000636;P1-4010;8.6
SR000636;P1-4010;8.6
SR000636;P1-4030;1.8
SR000636;P1-9235;0.1
SR000638;ICE1-1003;8.7
SR000638;ICE1-1004;3.8
SR000638;ICE1-2005;4.7
SR000638;ICE1-3003;3.2
SR000638;P1-1010;10
SR000638;P1-1020;10
SR000638;P1-1030;8.7
SR000638;P1-1040;3.8
SR000638;P1-2010;1.1
SR000638;P1-2010;4.7
SR000638;P1-2010;4.7
SR000638;P1-2010;4.7
SR000638;P1-2010;4.7
SR000638;P1-2030;3.2
SR000638;P1-2030;3.2
SR000638;P1-2030;3.2
SR000638;P1-2050;7.5
SR000638;P1-2050;1.1
SR000641;ICE1-1003;8.8
SR000641;ICE1-1004;6.7
SR000641;ICE1-2005;0.5
SR000641;ICE1-3003;3.2
SR000641;ICE1-3004;3.6
SR000641;ICE1-4001;1.2
SR000641;ICE1-4002;7.6
SR000641;ICE1-4005;3.6
SR000641;ICE1-5001;4.7
SR000641;P1-1030;8.8
SR000641;P1-1040;6.7
SR000641;P1-1050;7.5
SR000641;P1-2010;0.5
SR000641;P1-2020;10
SR000641;P1-2020;7.5
SR000641;P1-2030;3.2
SR000641;P1-2050;7.5
SR000641;P1-2050;0.3
SR000641;P1-3030;1.2
SR000641;P1-3040;3.6
SR000641;P1-3060;0.3
SR000641;P1-4010;4.7
SR000641;P1-4010;4.7
SR000641;P1-4010;4.7
SR000641;P1-4010;4.7
SR000641;P1-4020;7.6
SR000641;P1-4050;3.6
SR000643;ICE1-1003;8.2
SR000643;ICE1-1004;4.7
SR000643;ICE1-1005;4.7
SR000643;ICE1-2001;7.6
SR000643;ICE1-3004;8.8
SR000643;P1-1030;8.2
SR000643;P1-1040;4.7
SR000643;P1-1050;4.7
SR000643;P1-2050;7.6
SR000643;P1-3020;1.8
SR000643;P1-3040;8.8
SR000644;ICE1-1002;3.2
SR000644;P1-1020;3.2
SR000645;ICE1-1001;7.6
SR000645;ICE1-1002;0
SR000645;ICE1-1003;3.2
SR000645;ICE1-2006;4.7
SR000645;ICE1-3003;0.7
SR000645;P1-1010;7.6
SR000645;P1-1020;0
SR000645;P1-1030;3.2
SR000645;P1-1050;0.3
SR000645;P1-1050;0.3
SR000645;P1-1050;0.3
SR000645;P1-1060;3.4
SR000645;P1-2010;3.5
SR000645;P1-2010;3.5
SR000645;P1-2020;0.3
SR000645;P1-2020;8.6
SR000645;P1-2030;0.7
SR000645;P1-2030;0.7
SR000645;P1-2030;0.7
SR000645;P1-2050;0.3
SR000645;P1-2060;4.7
SR000646;ICE1-1001;7.6
SR000646;ICE1-1002;4.7
SR000646;ICE1-1003;2.7
SR000646;ICE1-1004;0.7
SR000646;ICE1-1005;3.6
SR000646;ICE1-2001;4.7
SR000646;ICE1-2002;4.7
SR000646;ICE1-2005;7.6
SR000646;ICE1-2006;3.2
SR000646;ICE1-3001;4.7
SR000646;ICE1-3002;4.7
SR000646;ICE1-3003;0
SR000646;ICE1-3004;0.5
SR000646;ICE1-3005;0.2
SR000646;ICE1-3006;0.2
SR000646;ICE1-4001;5.9
SR000646;ICE1-4002;7.6
SR000646;ICE1-4003;0.7
SR000646;ICE1-4005;3.6
SR000646;ICE1-4006;3.8
SR000646;ICE1-5001;7.6
SR000646;ICE1-5003;2.7
SR000646;ICE1-5004;8.8
SR000646;ICE1-5006;0.2
SR000646;ICE1-6001;0
SR000646;ICE1-6002;4.7
SR000646;ICE1-6003;4.7
SR000646;ICE1-7102;7.6
SR000646;ICE1-7110;6.9
SR000646;ICE1-7404;4.5
SR000646;ICE1-8101;4.7
SR000646;ICE1-8109;0.5
SR000646;P1-1010;7.6
SR000646;P1-1020;4.7
SR000646;P1-1030;2.7
SR000646;P1-1040;0.7
SR000646;P1-1050;3.6
SR000646;P1-1060;0.4
SR000646;P1-2010;7.6
SR000646;P1-2020;4.7
SR000646;P1-2030;0
SR000646;P1-2050;4.7
SR000646;P1-2060;3.2
SR000646;P1-3010;4.7
SR000646;P1-3020;4.7
SR000646;P1-3030;5.9
SR000646;P1-3040;0.5
SR000646;P1-3050;0.2
SR000646;P1-3060;0.2
SR000646;P1-4010;7.6
SR000646;P1-4020;7.6
SR000646;P1-4030;0.7
SR000646;P1-4050;3.6
SR000646;P1-4060;3.8
SR000646;P1-5010;0
SR000646;P1-5020;2.7
SR000646;P1-5030;8.8
SR000646;P1-5040;0.2
SR000646;P1-5120;4.7
SR000646;P1-6010;0.4
SR000646;P1-6010;4.7
SR000646;P1-6020;4.7
SR000646;P1-6120;7.6
SR000646;P1-9025;4.5
SR000646;P1-9135;0.5
SR000646;P1-9170;6.9
SR000649;ICE1-1001;2.6
SR000649;ICE1-1002;4.7
SR000649;ICE1-1003;6.9
SR000649;ICE1-2001;4.7
SR000649;ICE1-4001;1.2
SR000649;ICE1-5001;6.4
SR000649;ICE1-7112;1.9
SR000649;P1-1010;2.6
SR000649;P1-1020;4.7
SR000649;P1-1030;6.9
SR000649;P1-2050;4.7
SR000649;P1-3030;1.2
SR000649;P1-4010;6.4
SR000649;P1-9155;1.9
SR000650;ICE1-1001;0
SR000650;ICE1-1002;0
SR000650;ICE1-1003;7.9
SR000650;ICE1-1005;1.2
SR000650;ICE1-1006;1.2
SR000650;ICE1-2002;3.2
SR000650;ICE1-2005;0.5
SR000650;ICE1-2006;0.2
SR000650;ICE1-3003;3.6
SR000650;ICE1-7404;3.2
SR000650;P1-1010;0
SR000650;P1-1020;0
SR000650;P1-1030;7.9
SR000650;P1-1050;1.2
SR000650;P1-1060;1.2
SR000650;P1-2010;0.5
SR000650;P1-2020;3.2
SR000650;P1-2030;3.6
SR000650;P1-2030;3.6
SR000650;P1-2030;3.6
SR000650;P1-2050;1.1
SR000650;P1-2060;0.2
SR000650;P1-9025;3.2
SR000652;ICE1-1001;3.2
SR000652;ICE1-1002;3.2
SR000652;ICE1-1003;8.2
SR000652;ICE1-1004;7
SR000652;ICE1-1005;4.7
SR000652;ICE1-2002;4.7
SR000652;ICE1-2005;4.7
SR000652;ICE1-2006;0.7
SR000652;ICE1-3004;4.7
SR000652;ICE1-4001;7.6
SR000652;ICE1-5001;4.7
SR000652;P1-1010;3.2
SR000652;P1-1020;7.5
SR000652;P1-1020;3.2
SR000652;P1-1030;8.2
SR000652;P1-1040;7
SR000652;P1-1050;4.7
SR000652;P1-2010;4.7
SR000652;P1-2020;4.7
SR000652;P1-2030;0.3
SR000652;P1-2030;0.3
SR000652;P1-2030;0.3
SR000652;P1-2050;7.5
SR000652;P1-2060;0.7
SR000652;P1-3030;7.6
SR000652;P1-3040;4.7
SR000652;P1-3050;6.8
SR000652;P1-4010;4.7
